,source,target,value
58,G18,G22,0.136953
65,G7,G22,0.129624
258,G84,G22,0.044145
397,G78,G22,0.031732
593,G76,G22,0.023476
597,G15,G22,0.023317
616,G53,G22,0.022771
684,G70,G22,0.021033
712,G5,G22,0.020486
900,G30,G22,0.017411
1081,G9,G22,0.015277
1106,G57,G22,0.015022
1217,G83,G22,0.014103
1243,G55,G22,0.013914
1337,G59,G22,0.0131
1408,G99,G22,0.012602
1415,G64,G22,0.012538
1417,G77,G22,0.012522
1448,G28,G22,0.012351
1719,G66,G22,0.010979
1839,G72,G22,0.010533
2032,G97,G22,0.009787
2126,G51,G22,0.009502
2137,G82,G22,0.009471
2431,G43,G22,0.008576
2467,G41,G22,0.008497
2519,G46,G22,0.00836
2624,G13,G22,0.008157
2665,G4,G22,0.008058
2748,G63,G22,0.007896
2757,G36,G22,0.007884
2791,G60,G22,0.007819
3121,G100,G22,0.007247
3145,G27,G22,0.007214
3430,G12,G22,0.006745
3465,G62,G22,0.006697
3533,G11,G22,0.006607
3675,G32,G22,0.00639
3706,G17,G22,0.006342
3871,G44,G22,0.006138
3897,G54,G22,0.006108
3939,G87,G22,0.006059
4082,G40,G22,0.005884
4248,G48,G22,0.005709
4435,G21,G22,0.00552
4644,G35,G22,0.005301
4654,G79,G22,0.00528
4669,G26,G22,0.005266
4757,G47,G22,0.005187
4797,G93,G22,0.005151
4824,G94,G22,0.005123
4940,G96,G22,0.00501
5059,G8,G22,0.004895
5199,G16,G22,0.004772
5228,G67,G22,0.004752
5302,G29,G22,0.004681
5491,G81,G22,0.00453
5566,G71,G22,0.004461
5615,G19,G22,0.004423
5621,G56,G22,0.00442
5638,G85,G22,0.004404
5695,G25,G22,0.004366
5750,G69,G22,0.004324
5989,G89,G22,0.004148
6147,G42,G22,0.004031
6191,G50,G22,0.00398
6389,G2,G22,0.003838
6395,G39,G22,0.003835
6410,G91,G22,0.003825
6512,G86,G22,0.003759
6514,G31,G22,0.003757
6526,G6,G22,0.003752
6643,G38,G22,0.003669
6753,G95,G22,0.003581
6760,G34,G22,0.003574
6821,G58,G22,0.003522
6830,G92,G22,0.003516
6831,G1,G22,0.003515
6940,G61,G22,0.003435
7019,G23,G22,0.003363
7104,G65,G22,0.003306
7132,G75,G22,0.003284
7337,G74,G22,0.003134
7437,G10,G22,0.003069
7546,G24,G22,0.002974
7568,G98,G22,0.002958
7616,G52,G22,0.002929
7691,G45,G22,0.002865
7766,G68,G22,0.002805
7964,G49,G22,0.002668
8014,G90,G22,0.002626
8103,G20,G22,0.002564
8120,G88,G22,0.002546
8249,G73,G22,0.002432
8265,G14,G22,0.002422
8626,G3,G22,0.002119
8664,G80,G22,0.002085
8862,G37,G22,0.001913
8903,G33,G22,0.001863
