,source,target,value
216,G22,G5,0.050558
338,G46,G5,0.035618
342,G73,G5,0.035387
388,G39,G5,0.032401
513,G86,G5,0.025659
530,G6,G5,0.02517
556,G20,G5,0.024244
584,G64,G5,0.023784
765,G96,G5,0.019506
766,G58,G5,0.019478
779,G42,G5,0.019224
813,G32,G5,0.018692
841,G50,G5,0.018234
886,G63,G5,0.017559
929,G85,G5,0.016981
1001,G91,G5,0.016116
1132,G15,G5,0.014728
1135,G43,G5,0.0147
1198,G77,G5,0.014242
1248,G21,G5,0.013857
1250,G52,G5,0.013842
1366,G28,G5,0.012869
1370,G41,G5,0.012841
1475,G45,G5,0.012157
1546,G44,G5,0.011769
1554,G98,G5,0.011729
1613,G93,G5,0.011489
1626,G38,G5,0.011408
1711,G62,G5,0.011019
1723,G57,G5,0.010962
1806,G34,G5,0.010641
1816,G79,G5,0.010613
1876,G55,G5,0.010377
2159,G4,G5,0.009379
2164,G53,G5,0.009364
2194,G65,G5,0.009274
2213,G40,G5,0.009221
2222,G83,G5,0.009183
2251,G80,G5,0.009094
2349,G24,G5,0.008808
2450,G14,G5,0.008547
2475,G92,G5,0.008477
2717,G97,G5,0.007944
2881,G30,G5,0.007639
2995,G71,G5,0.00746
3038,G12,G5,0.0074
3134,G3,G5,0.007229
3294,G17,G5,0.006949
3431,G36,G5,0.006742
3452,G47,G5,0.006715
3467,G81,G5,0.006694
3486,G19,G5,0.006669
3504,G37,G5,0.006646
3559,G61,G5,0.006556
3599,G54,G5,0.006503
3742,G95,G5,0.006291
3774,G67,G5,0.006256
3784,G23,G5,0.006247
3811,G9,G5,0.006218
3817,G78,G5,0.006212
3899,G59,G5,0.006107
3927,G1,G5,0.006073
3956,G88,G5,0.006041
3977,G69,G5,0.006014
4029,G87,G5,0.005947
4059,G16,G5,0.005905
4134,G11,G5,0.00583
4143,G27,G5,0.005819
4171,G60,G5,0.005792
4300,G48,G5,0.00566
4343,G13,G5,0.005617
4482,G56,G5,0.005462
4500,G8,G5,0.005446
4700,G66,G5,0.00524
5144,G100,G5,0.00481
5244,G99,G5,0.004734
5357,G29,G5,0.004631
5380,G89,G5,0.004619
5416,G31,G5,0.00459
5493,G10,G5,0.004526
5592,G94,G5,0.00444
5608,G35,G5,0.004427
5687,G76,G5,0.004371
5713,G84,G5,0.004355
5730,G74,G5,0.004344
5743,G70,G5,0.004329
5768,G68,G5,0.004312
5810,G90,G5,0.004288
5864,G25,G5,0.004244
5987,G7,G5,0.00415
6363,G18,G5,0.003854
6543,G82,G5,0.003738
6693,G75,G5,0.003627
6769,G26,G5,0.003565
6842,G49,G5,0.003508
6933,G51,G5,0.003439
7168,G2,G5,0.003264
7413,G33,G5,0.003083
7875,G72,G5,0.002723
