,source,target,value
82,G86,G6,0.108791
83,G79,G6,0.108363
166,G70,G6,0.062257
239,G64,G6,0.046586
424,G20,G6,0.0302
454,G76,G6,0.02858
647,G49,G6,0.022022
811,G91,G6,0.018747
829,G37,G6,0.018468
837,G68,G6,0.018364
941,G5,G6,0.016858
1104,G89,G6,0.015038
1115,G80,G6,0.014921
1360,G48,G6,0.012943
1374,G21,G6,0.012821
1419,G53,G6,0.012512
1442,G59,G6,0.012371
1535,G65,G6,0.011805
1644,G61,G6,0.011317
1735,G72,G6,0.010926
1821,G39,G6,0.010598
1854,G45,G6,0.010481
1879,G50,G6,0.01036
2051,G52,G6,0.00972
2069,G41,G6,0.009654
2145,G96,G6,0.009449
2172,G27,G6,0.009343
2291,G32,G6,0.008971
2350,G77,G6,0.008806
2471,G30,G6,0.008486
2512,G60,G6,0.008398
2588,G31,G6,0.008226
2736,G46,G6,0.007912
2826,G23,G6,0.007758
3125,G83,G6,0.007241
3129,G95,G6,0.007234
3303,G11,G6,0.006935
3364,G67,G6,0.006837
3415,G63,G6,0.006759
3532,G54,G6,0.006608
3597,G97,G6,0.006506
3629,G13,G6,0.006459
3737,G1,G6,0.006304
3776,G9,G6,0.006251
4016,G38,G6,0.005964
4066,G62,G6,0.005897
4196,G42,G6,0.005764
4253,G98,G6,0.005704
4317,G44,G6,0.005642
4393,G40,G6,0.005564
4420,G18,G6,0.005534
4524,G29,G6,0.005428
4626,G94,G6,0.00532
4657,G75,G6,0.005274
4690,G16,G6,0.005247
4782,G2,G6,0.005165
5093,G93,G6,0.004855
5573,G7,G6,0.004455
5741,G19,G6,0.004331
5793,G10,G6,0.004296
6031,G36,G6,0.004112
6037,G90,G6,0.004107
6039,G84,G6,0.004107
6052,G17,G6,0.004098
6086,G35,G6,0.004072
6088,G25,G6,0.004071
6149,G78,G6,0.004026
6404,G12,G6,0.003828
6463,G87,G6,0.003792
6531,G99,G6,0.003746
6561,G85,G6,0.003725
6622,G55,G6,0.00368
6774,G15,G6,0.003562
6864,G82,G6,0.003491
6893,G69,G6,0.00347
7067,G24,G6,0.003335
7080,G66,G6,0.003322
7201,G14,G6,0.003238
7211,G57,G6,0.003228
7212,G33,G6,0.003228
7325,G73,G6,0.003143
7418,G4,G6,0.00308
7449,G100,G6,0.00306
7495,G81,G6,0.003015
7864,G3,G6,0.002731
7887,G8,G6,0.002714
7895,G43,G6,0.002709
7897,G58,G6,0.002709
7945,G22,G6,0.002682
8052,G34,G6,0.002599
8328,G88,G6,0.002369
8338,G47,G6,0.002364
8463,G51,G6,0.00226
8564,G71,G6,0.002176
9000,G92,G6,0.001746
9032,G26,G6,0.001711
9084,G56,G6,0.00165
9207,G74,G6,0.001494
9340,G28,G6,0.001357
