,source,target,value
96,G52,G86,0.096267
119,G33,G86,0.081765
173,G11,G86,0.06006
295,G5,G86,0.040339
311,G41,G86,0.038635
359,G43,G86,0.034083
419,G46,G86,0.030471
820,G80,G86,0.018584
1056,G61,G86,0.015546
1124,G10,G86,0.01483
1159,G57,G86,0.014503
1182,G85,G86,0.01431
1302,G89,G86,0.013388
1348,G72,G86,0.013034
1381,G79,G86,0.012749
1399,G24,G86,0.012649
1518,G81,G86,0.011892
1553,G53,G86,0.011731
1565,G30,G86,0.011693
1609,G65,G86,0.011511
1645,G60,G86,0.011316
1749,G44,G86,0.01085
1818,G18,G86,0.010606
1889,G36,G86,0.010327
1964,G4,G86,0.009998
2019,G55,G86,0.009812
2113,G13,G86,0.009545
2257,G74,G86,0.009075
2399,G83,G86,0.008678
2465,G38,G86,0.008505
2744,G2,G86,0.007901
2754,G54,G86,0.007885
2862,G6,G86,0.007683
3037,G35,G86,0.007404
3088,G28,G86,0.007296
3127,G3,G86,0.007235
3172,G56,G86,0.007155
3239,G71,G86,0.00705
3363,G62,G86,0.006839
3433,G51,G86,0.006739
3466,G47,G86,0.006695
3603,G16,G86,0.006499
3739,G21,G86,0.006298
3747,G95,G86,0.006283
3802,G39,G86,0.006225
3841,G77,G86,0.00618
3993,G78,G86,0.005991
4019,G7,G86,0.005961
4255,G91,G86,0.005701
4277,G48,G86,0.00568
4752,G34,G86,0.00519
4758,G29,G86,0.005187
4796,G88,G86,0.005152
4831,G22,G86,0.005117
4882,G98,G86,0.005054
4897,G40,G86,0.005042
4929,G84,G86,0.00502
4961,G8,G86,0.004992
5094,G93,G86,0.004853
5099,G64,G86,0.004848
5119,G50,G86,0.004836
5190,G49,G86,0.004779
5285,G99,G86,0.004693
5318,G37,G86,0.004667
5325,G67,G86,0.004659
5345,G90,G86,0.004643
5418,G32,G86,0.004588
5419,G66,G86,0.004588
5655,G75,G86,0.00439
5717,G73,G86,0.004352
5760,G87,G86,0.004316
5877,G14,G86,0.004234
5918,G31,G86,0.004205
6122,G1,G86,0.004049
6124,G96,G86,0.004048
6153,G17,G86,0.004021
6188,G45,G86,0.003982
6200,G58,G86,0.003972
6246,G94,G86,0.003937
6260,G27,G86,0.003927
6506,G42,G86,0.003762
6870,G15,G86,0.003487
6881,G19,G86,0.00348
6895,G97,G86,0.003468
6899,G25,G86,0.003467
6965,G70,G86,0.003411
7052,G76,G86,0.003347
7121,G26,G86,0.003293
7153,G68,G86,0.003272
7248,G20,G86,0.003199
7519,G59,G86,0.002999
7527,G69,G86,0.002992
7673,G23,G86,0.002882
7696,G12,G86,0.002862
8127,G63,G86,0.002538
8165,G9,G86,0.002504
8245,G100,G86,0.002435
8286,G82,G86,0.002411
8391,G92,G86,0.00232
