,source,target,value
48,G35,G43,0.172361
134,G75,G43,0.07403
384,G78,G43,0.032616
406,G86,G43,0.031073
567,G67,G43,0.024151
692,G63,G43,0.020866
737,G100,G43,0.020062
847,G1,G43,0.018103
915,G42,G43,0.017136
939,G29,G43,0.016882
1029,G95,G43,0.015787
1050,G14,G43,0.015581
1053,G47,G43,0.015573
1075,G25,G43,0.01532
1207,G5,G43,0.014178
1236,G89,G43,0.01396
1254,G34,G43,0.013811
1256,G16,G43,0.0138
1275,G26,G43,0.013598
1354,G94,G43,0.013015
1486,G93,G43,0.012098
1491,G30,G43,0.012043
1587,G38,G43,0.011592
1715,G69,G43,0.010993
1739,G53,G43,0.010898
1830,G3,G43,0.010578
1960,G8,G43,0.010013
2127,G28,G43,0.009497
2337,G76,G43,0.008851
2397,G54,G43,0.008685
2426,G80,G43,0.008586
2469,G4,G43,0.008492
2800,G41,G43,0.007799
3029,G50,G43,0.007411
3052,G91,G43,0.007361
3180,G96,G43,0.007147
3188,G70,G43,0.007138
3252,G2,G43,0.007031
3416,G22,G43,0.006758
3677,G74,G43,0.006385
3681,G24,G43,0.006382
3923,G85,G43,0.006075
4052,G39,G43,0.005922
4074,G7,G43,0.005889
4181,G81,G43,0.005775
4291,G44,G43,0.005667
4680,G84,G43,0.005256
4808,G33,G43,0.005141
4834,G15,G43,0.005113
4948,G68,G43,0.005003
5092,G37,G43,0.004858
5201,G56,G43,0.004772
5256,G98,G43,0.004723
5257,G12,G43,0.004722
5264,G20,G43,0.004715
5314,G9,G43,0.004671
5385,G87,G43,0.004612
5390,G58,G43,0.00461
5393,G52,G43,0.004609
5481,G27,G43,0.004534
5832,G10,G43,0.004264
6066,G66,G43,0.004089
6195,G90,G43,0.003978
6223,G71,G43,0.003952
6233,G83,G43,0.003945
6393,G82,G43,0.003836
6546,G60,G43,0.003736
6648,G23,G43,0.003664
6708,G79,G43,0.003614
6710,G6,G43,0.003612
6795,G46,G43,0.003546
6851,G40,G43,0.003502
6875,G97,G43,0.003484
6884,G13,G43,0.003476
6928,G72,G43,0.003444
6997,G11,G43,0.003382
7068,G99,G43,0.003334
7071,G62,G43,0.003332
7222,G36,G43,0.003218
7242,G61,G43,0.003206
7327,G31,G43,0.003139
7332,G18,G43,0.003136
7351,G45,G43,0.003128
7363,G21,G43,0.003121
7379,G51,G43,0.003107
7383,G57,G43,0.003105
7446,G64,G43,0.003063
7525,G48,G43,0.002994
7573,G65,G43,0.002954
7579,G55,G43,0.002952
7682,G19,G43,0.002873
7773,G59,G43,0.002801
7874,G73,G43,0.002723
8235,G32,G43,0.002442
8295,G49,G43,0.002401
8331,G88,G43,0.002367
8422,G92,G43,0.002292
8473,G17,G43,0.002252
8569,G77,G43,0.002171
