G1,G10,0.041888329
G1,G100,0.03652486
G1,G11,0.026895441
G1,G12,0.016159958
G1,G13,0.023740127
G1,G14,0.046751878
G1,G15,0.013344003
G1,G16,0.017719367
G1,G17,0.031480619
G1,G18,0.023613558
G1,G19,0.043327985
G1,G2,0.028756165
G1,G20,0.012339575
G1,G21,0.022710781
G1,G22,0.019266851
G1,G23,0.046477668
G1,G24,0.023523256
G1,G25,0.021695794
G1,G26,0.01507536
G1,G27,0.015015237
G1,G28,0.014608761
G1,G29,0.031408347
G1,G3,0.034367693
G1,G30,0.019591155
G1,G31,0.022383216
G1,G32,0.014293949
G1,G33,0.038170966
G1,G34,0.021403458
G1,G35,0.027462517
G1,G36,0.036607664
G1,G37,0.038014128
G1,G38,0.018598998
G1,G39,0.025000182
G1,G4,0.040230376
G1,G40,0.031796748
G1,G41,0.034807487
G1,G42,0.089708153
G1,G43,0.061252402
G1,G44,0.021345348
G1,G45,0.023173285
G1,G46,0.020665101
G1,G47,0.042762675
G1,G48,0.012581013
G1,G49,0.045543016
G1,G5,0.030514139
G1,G50,0.034737808
G1,G51,0.019307548
G1,G52,0.0285792
G1,G53,0.024191186
G1,G54,0.03137079
G1,G55,0.039178429
G1,G56,0.027460076
G1,G57,0.026828339
G1,G58,0.021814749
G1,G59,0.039136605
G1,G6,0.043111682
G1,G60,0.020046732
G1,G61,0.025797856
G1,G62,0.020453886
G1,G63,0.049439831
G1,G64,0.036696244
G1,G65,0.056290277
G1,G66,0.043756141
G1,G67,0.013531937
G1,G68,0.018787423
G1,G69,0.01748095
G1,G7,0.023167012
G1,G70,0.018604438
G1,G71,0.020998644
G1,G72,0.018585692
G1,G73,0.021761123
G1,G74,0.019262138
G1,G75,0.027128389
G1,G76,0.041681145
G1,G77,0.040890249
G1,G78,0.032284364
G1,G79,0.02554842
G1,G8,0.030619158
G1,G80,0.02522365
G1,G81,0.015037881
G1,G82,0.012834215
G1,G83,0.016141818
G1,G84,0.02261761
G1,G85,0.017803826
G1,G86,0.036852742
G1,G87,0.056735193
G1,G88,0.03033404
G1,G89,0.020100715
G1,G9,0.013921947
G1,G90,0.019214601
G1,G91,0.031113075
G1,G92,0.01370488
G1,G93,0.022108794
G1,G94,0.024830989
G1,G95,0.03309611
G1,G96,0.038137877
G1,G97,0.047490315
G1,G98,0.045939434
G1,G99,0.012896563
G10,G1,0.052552711
G10,G100,0.058849295
G10,G11,0.039310251
G10,G12,0.029965337
G10,G13,0.036339606
G10,G14,0.02657385
G10,G15,0.227737944
G10,G16,0.154688436
G10,G17,0.037714216
G10,G18,0.036731305
G10,G19,0.019700339
G10,G2,0.048564146
G10,G20,0.043614125
G10,G21,0.295402292
G10,G22,0.024029176
G10,G23,0.035973331
G10,G24,0.019602001
G10,G25,0.043440456
G10,G26,0.016016973
G10,G27,0.027807744
G10,G28,0.05764861
G10,G29,0.062141831
G10,G3,0.04060322
G10,G30,0.03284215
G10,G31,0.025318282
G10,G32,0.036089107
G10,G33,0.073118027
G10,G34,0.029215668
G10,G35,0.024500921
G10,G36,0.033630095
G10,G37,0.078520457
G10,G38,0.033286505
G10,G39,0.025123422
G10,G4,0.028088773
G10,G40,0.037715484
G10,G41,0.044847917
G10,G42,0.047582266
G10,G43,0.023058018
G10,G44,0.039370019
G10,G45,0.050873628
G10,G46,0.030338889
G10,G47,0.035315704
G10,G48,0.033227279
G10,G49,0.026420256
G10,G5,0.053785781
G10,G50,0.043949129
G10,G51,0.03583699
G10,G52,0.11070573
G10,G53,0.049431093
G10,G54,0.078120507
G10,G55,0.18675299
G10,G56,0.027384659
G10,G57,0.048408719
G10,G58,0.037015611
G10,G59,0.019903108
G10,G6,0.038044722
G10,G60,0.043364029
G10,G61,0.035840787
G10,G62,0.037184641
G10,G63,0.035804361
G10,G64,0.031069064
G10,G65,0.035382654
G10,G66,0.039571526
G10,G67,0.021596435
G10,G68,0.026990522
G10,G69,0.181449304
G10,G7,0.025007455
G10,G70,0.021620878
G10,G71,0.047573532
G10,G72,0.038169586
G10,G73,0.050890359
G10,G74,0.031379605
G10,G75,0.045644107
G10,G76,0.036933027
G10,G77,0.036281447
G10,G78,0.054931985
G10,G79,0.034590005
G10,G8,0.029041638
G10,G80,0.061548995
G10,G81,0.021348349
G10,G82,0.011731059
G10,G83,0.023689509
G10,G84,0.05569069
G10,G85,0.076623994
G10,G86,0.051353285
G10,G87,0.039012609
G10,G88,0.047916681
G10,G89,0.094416004
G10,G9,0.015531522
G10,G90,0.036063784
G10,G91,0.030376888
G10,G92,0.03303052
G10,G93,0.028675842
G10,G94,0.027948357
G10,G95,0.03456145
G10,G96,0.038309561
G10,G97,0.029200855
G10,G98,0.019802948
G10,G99,0.023569466
G100,G1,0.062627181
G100,G10,0.090820797
G100,G11,0.025195338
G100,G12,0.038403081
G100,G13,0.051584772
G100,G14,0.042178802
G100,G15,0.132550772
G100,G16,0.031412324
G100,G17,0.029759106
G100,G18,0.037583085
G100,G19,0.038222885
G100,G2,0.086334568
G100,G20,0.027147575
